source_file,folder_path,crawl_date,crawl_time,city,temperature_°C_,feels_like_°C_,temp_min_°C_,temp_max_°C_,pressure_hPa_,humidity_%_,visibility_m_,wind_speed_m/s_,wind_deg_°_,cloudiness_%_,weather_main,weather_description,sunrise_date,sunrise_time,sunset_date,sunset_time
weather_data 2025-09-11 15:47:48.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,15:47,Patna,34.21,39.21,34.21,34.21,1002,51,10000,3.68,292,99,Clouds,overcast clouds,2025-09-11,05:33:54,2025-09-11,17:58:54
weather_data 2025-09-11 19:48:02.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,19:47,Patna,29.51,34.09,29.51,29.51,1005,71,10000,2.86,302,99,Clouds,overcast clouds,2025-09-11,05:33:54,2025-09-11,17:58:54
weather_data 2025-09-11 23:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,23:47,Kanpur,27.85,29.67,27.85,27.85,1007,64,10000,2.63,277,99,Clouds,overcast clouds,2025-09-11,05:52:36,2025-09-11,18:18:19
weather_data 2025-09-12 03:47:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,03:47,Lucknow,27.29,29.45,27.29,27.29,1005,71,10000,2.15,289,99,Clouds,overcast clouds,2025-09-12,05:50:35,2025-09-12,18:15:05
weather_data 2025-09-12 03:47:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,03:47,Indore,21.81,22.32,21.81,21.81,1009,87,10000,2.79,323,99,Clouds,overcast clouds,2025-09-12,06:12:31,2025-09-12,18:33:48
weather_data 2025-09-12 07:50:09.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,07:50,Kanpur,28.07,31.08,28.07,28.07,1008,72,10000,1.68,298,99,Clouds,overcast clouds,2025-09-12,05:53:00,2025-09-12,18:17:12
weather_data 2025-09-12 11:47:45.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-12,11:47,Kolkata,30.02,35.33,30.02,30.02,1008,71,10000,4.25,148,99,Clouds,overcast clouds,2025-09-12,05:22:25,2025-09-12,17:43:38
weather_data 2025-09-08 03:47:46.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,03:47,Varanasi,29.35,32.53,29.35,29.35,1004,65,10000,2.1,207,99,Clouds,overcast clouds,2025-09-08,05:41:23,2025-09-08,18:10:30
weather_data 2025-09-08 07:48:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:47,Vadodara,23.69,24.54,23.69,23.69,1006,93,10000,4.98,170,99,Clouds,overcast clouds,2025-09-08,06:22:07,2025-09-08,18:48:08
weather_data 2025-09-08 07:48:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,07:47,Varanasi,29,32.73,29,29,1006,70,10000,2.33,232,99,Clouds,overcast clouds,2025-09-08,05:41:23,2025-09-08,18:10:30
weather_data 2025-09-08 15:47:50.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,15:47,Chennai,30.53,34.57,30.53,30.53,1004,63,10000,4.94,110,99,Clouds,overcast clouds,2025-09-08,05:58:04,2025-09-08,18:15:34
weather_data 2025-09-08 15:47:50.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,15:47,Patna,35.19,39.23,35.19,35.19,1002,45,10000,2.53,249,99,Clouds,overcast clouds,2025-09-08,05:32:46,2025-09-08,18:02:10
weather_data 2025-09-08 19:47:43.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,19:47,Kolkata,29.06,33.44,29.06,29.06,1006,73,10000,3.83,191,99,Clouds,overcast clouds,2025-09-08,05:21:18,2025-09-08,17:47:37
weather_data 2025-09-08 19:47:43.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,19:47,Agra,30.27,33.57,30.27,30.27,1005,61,10000,2.47,277,99,Clouds,overcast clouds,2025-09-08,06:00:20,2025-09-08,18:31:24
weather_data 2025-09-08 23:47:50.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-08,23:47,Patna,31.1,34.56,31.1,31.1,1006,58,10000,2.14,249,99,Clouds,overcast clouds,2025-09-08,05:32:46,2025-09-08,18:02:10
weather_data 2025-09-02 07:47:32.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,07:47,Chennai,27.25,30.52,27.25,27.25,1004,82,10000,6.15,267,99,Clouds,overcast clouds,2025-09-02,05:57:59,2025-09-02,18:19:43
weather_data 2025-09-02 11:47:30.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,11:47,Delhi,26.27,26.27,26.27,26.27,1003,81,10000,6.68,111,99,Clouds,overcast clouds,2025-09-02,05:59:47,2025-09-02,18:42:24
weather_data 2025-09-02 11:47:30.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,11:47,Indore,25.51,26.31,25.51,25.51,1005,84,10000,6.22,288,99,Clouds,overcast clouds,2025-09-02,06:09:37,2025-09-02,18:43:39
weather_data 2025-09-02 15:50:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,15:50,Vadodara,32.38,35.07,32.38,32.38,1001,50,10000,4.57,265,99,Clouds,overcast clouds,2025-09-02,06:20:26,2025-09-02,18:53:53
weather_data 2025-09-02 15:50:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,15:50,Varanasi,33.66,38.31,33.66,33.66,999,52,10000,4.83,68,99,Clouds,overcast clouds,2025-09-02,05:39:07,2025-09-02,18:16:49
weather_data 2025-09-02 19:48:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,19:47,Jaipur,28.15,31.1,28.15,28.15,1001,71,10000,2.53,262,99,Clouds,overcast clouds,2025-09-02,06:06:42,2025-09-02,18:46:41
weather_data 2025-09-02 19:48:01.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,19:47,Patna,29.6,34.3,29.6,29.6,1002,71,10000,4.61,119,99,Clouds,overcast clouds,2025-09-02,05:30:27,2025-09-02,18:08:33
weather_data 2025-09-02 23:47:29.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,23:47,Kolkata,26.22,26.22,26.22,26.22,1002,93,10000,4.14,84,99,Clouds,overcast clouds,2025-09-02,05:19:34,2025-09-02,17:53:26
weather_data 2025-09-02 23:47:29.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,23:47,Patna,28.63,33.35,28.63,28.63,1003,78,10000,4.58,90,99,Clouds,overcast clouds,2025-09-02,05:30:27,2025-09-02,18:08:33
weather_data 2025-08-31 03:48:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,03:48,Chennai,27.67,33.66,27.67,27.67,1007,96,10000,3.14,267,99,Clouds,overcast clouds,2025-08-31,05:57:55,2025-08-31,18:21:03
weather_data 2025-08-31 03:48:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,03:48,Pune,22.15,22.82,22.15,22.15,1008,92,10000,2.71,256,99,Clouds,overcast clouds,2025-08-31,06:19:56,2025-08-31,18:50:25
weather_data 2025-08-31 07:51:15.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,07:51,Bangalore,22.33,22.99,22.33,22.33,1012,91,10000,5.7,264,99,Clouds,overcast clouds,2025-08-31,06:08:42,2025-08-31,18:31:41
weather_data 2025-08-31 07:51:15.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,07:51,Bhopal,24.26,25.2,24.26,24.26,1006,94,10000,3.19,263,99,Clouds,overcast clouds,2025-08-31,06:02:19,2025-08-31,18:39:41
weather_data 2025-08-31 11:51:19.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,11:51,Delhi,32.63,39.63,32.63,32.63,1004,67,10000,4.09,138,99,Clouds,overcast clouds,2025-08-31,05:58:48,2025-08-31,18:44:40
weather_data 2025-08-31 11:51:19.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,11:51,Hyderabad,28.29,31.54,28.29,28.29,1009,72,10000,5.85,281,99,Clouds,overcast clouds,2025-08-31,06:02:15,2025-08-31,18:31:09
weather_data 2025-08-31 13:19:42.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,13:19,Lucknow,32.99,39.99,32.99,32.99,1002,66,10000,5.37,114,99,Clouds,overcast clouds,2025-08-31,05:45:28,2025-08-31,18:28:24
weather_data 2025-08-31 15:02:36.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,15:02,Mumbai,28.02,31.84,28.02,28.02,1005,78,10000,6.74,260,99,Clouds,overcast clouds,2025-08-31,06:23:37,2025-08-31,18:54:47
weather_data 2025-08-31 15:02:36.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,15:02,Hyderabad,28.3,31.41,28.3,28.3,1008,71,10000,6.39,273,99,Clouds,overcast clouds,2025-08-31,06:02:15,2025-08-31,18:31:09
weather_data 2025-08-31 15:50:53.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,15:50,Mumbai,28.02,31.84,28.02,28.02,1005,78,10000,6.74,260,99,Clouds,overcast clouds,2025-08-31,06:23:37,2025-08-31,18:54:47
weather_data 2025-08-31 23:02:16.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,23:02,Vadodara,25.85,26.87,25.85,25.85,1005,91,10000,4.42,180,99,Clouds,overcast clouds,2025-08-31,06:19:51,2025-08-31,18:55:45
weather_data 2025-08-31 23:48:41.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,23:48,Patna,30.58,35.17,30.58,30.58,1003,65,10000,2.8,111,99,Clouds,overcast clouds,2025-08-31,05:29:39,2025-08-31,18:10:37
weather_data 2025-08-30 06:19:28.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,06:19,Delhi,27.37,29.81,27.37,27.37,1005,73,10000,3.41,102,97,Clouds,overcast clouds,2025-08-30,05:58:17,2025-08-30,18:45:48
weather_data 2025-08-30 06:19:28.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,06:19,Pune,21.6,22.3,21.6,21.6,1008,95,10000,2.15,236,97,Clouds,overcast clouds,2025-08-30,06:19:45,2025-08-30,18:51:13
weather_data 2025-08-30 20:30:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,20:30,Surat,27.19,31.05,27.19,27.19,1006,88,10000,4.09,225,97,Clouds,overcast clouds,2025-08-30,06:21:53,2025-08-30,18:57:16
weather_data 2025-08-31 03:48:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,03:48,Ludhiana,24.65,25.65,24.65,24.65,1004,95,10000,3.24,104,97,Clouds,overcast clouds,2025-08-31,06:02:22,2025-08-31,18:52:02
weather_data 2025-08-31 07:51:15.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,07:51,Delhi,28.87,32.45,28.87,28.87,1004,70,10000,3.65,116,97,Clouds,overcast clouds,2025-08-31,05:58:48,2025-08-31,18:44:40
weather_data 2025-08-31 07:51:15.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,07:51,Chennai,27.51,33.11,27.51,27.51,1007,96,10000,5.13,274,97,Clouds,overcast clouds,2025-08-31,05:57:55,2025-08-31,18:21:03
weather_data 2025-08-31 07:51:15.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,07:51,Varanasi,29.09,33.12,29.09,29.09,1005,71,10000,0.83,125,97,Clouds,overcast clouds,2025-08-31,05:38:20,2025-08-31,18:18:52
weather_data 2025-08-31 19:48:27.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,19:48,Agra,30.69,34.92,30.69,30.69,1001,63,10000,2.84,85,97,Clouds,overcast clouds,2025-08-31,05:56:48,2025-08-31,18:40:16
weather_data 2025-08-31 23:48:41.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-31,23:48,Lucknow,27.95,32.92,27.95,27.95,1003,86,10000,4.19,94,97,Clouds,overcast clouds,2025-08-31,05:45:28,2025-08-31,18:28:24
weather_data 2025-09-01 07:51:21.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-01,07:51,Patna,30,34.8,30,30,1003,69,10000,2.96,111,97,Clouds,overcast clouds,2025-09-01,05:30:03,2025-09-01,18:09:36
weather_data 2025-09-02 03:47:28.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,03:47,Chennai,28.19,32.58,28.19,28.19,1003,80,10000,6.69,267,97,Clouds,overcast clouds,2025-09-02,05:57:59,2025-09-02,18:19:43
weather_data 2025-09-02 03:47:28.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,03:47,Pune,21.86,22.53,21.86,21.86,1005,93,10000,2.86,262,97,Clouds,overcast clouds,2025-09-02,06:20:18,2025-09-02,18:48:46
weather_data 2025-09-02 07:47:32.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-02,07:47,Vadodara,26.36,26.36,26.36,26.36,1004,83,10000,2.32,250,97,Clouds,overcast clouds,2025-09-02,06:20:26,2025-09-02,18:53:53
weather_data 2025-09-03 03:47:43.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,03:47,Indore,22.1,22.85,22.1,22.1,1004,95,10000,3.55,316,97,Clouds,overcast clouds,2025-09-03,06:09:55,2025-09-03,18:42:41
weather_data 2025-09-03 11:47:59.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,11:47,Surat,29.93,33.95,29.93,29.93,1006,66,10000,3.22,320,97,Clouds,overcast clouds,2025-09-03,06:22:55,2025-09-03,18:53:41
weather_data 2025-09-03 15:47:36.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,15:47,Bangalore,26.02,26.02,26.02,26.02,1008,79,10000,5.01,270,97,Clouds,overcast clouds,2025-09-03,06:08:46,2025-09-03,18:29:41
weather_data 2025-09-03 15:47:36.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,15:47,Jaipur,28.77,32.58,28.77,28.77,1004,72,10000,4,52,97,Clouds,overcast clouds,2025-09-03,06:07:08,2025-09-03,18:45:36
weather_data 2025-09-03 15:47:36.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-03,15:47,Vadodara,31.38,34.89,31.38,31.38,1002,57,10000,2.89,261,97,Clouds,overcast clouds,2025-09-03,06:20:43,2025-09-03,18:52:56
weather_data 2025-09-04 03:50:10.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,03:50,Bangalore,19.58,20.02,19.58,19.58,1009,93,10000,4.85,259,97,Clouds,overcast clouds,2025-09-04,06:08:47,2025-09-04,18:29:00
weather_data 2025-09-04 07:48:08.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,07:48,Hyderabad,23.12,23.79,23.12,23.12,1009,88,10000,5.99,265,97,Clouds,overcast clouds,2025-09-04,06:02:50,2025-09-04,18:27:59
weather_data 2025-09-04 07:48:08.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-04,07:48,Jaipur,25.16,25.95,25.16,25.16,1005,85,10000,2.66,54,97,Clouds,overcast clouds,2025-09-04,06:07:34,2025-09-04,18:44:30
weather_data 2025-09-05 07:47:44.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-05,07:47,Indore,23.32,24.27,23.32,23.32,1004,98,10000,3.32,288,97,Clouds,overcast clouds,2025-09-05,06:10:31,2025-09-05,18:40:45
weather_data 2025-09-06 03:50:30.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,03:50,Agra,26.51,26.51,26.51,26.51,1003,86,10000,3.93,100,97,Clouds,overcast clouds,2025-09-06,05:59:28,2025-09-06,18:33:39
weather_data 2025-09-06 15:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,15:48,Hyderabad,29.83,34.86,29.83,29.83,1009,71,10000,6.06,264,97,Clouds,overcast clouds,2025-09-06,06:03:06,2025-09-06,18:26:21
weather_data 2025-09-06 23:48:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,23:48,Ludhiana,25.54,26.53,25.54,25.54,1005,91,10000,2.36,62,97,Clouds,overcast clouds,2025-09-06,06:05:47,2025-09-06,18:44:40
weather_data 2025-09-06 23:48:06.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-06,23:48,Varanasi,30.26,34.45,30.26,30.26,1005,65,10000,1.86,144,97,Clouds,overcast clouds,2025-09-06,05:40:38,2025-09-06,18:12:38
weather_data 2025-09-07 03:47:55.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,03:47,Lucknow,28.41,32.45,28.41,28.41,1004,76,10000,2.32,131,97,Clouds,overcast clouds,2025-09-07,05:48:29,2025-09-07,18:20:45
weather_data 2025-09-07 15:47:33.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,15:47,Surat,27.62,31.71,27.62,27.62,1005,84,10000,7.86,216,97,Clouds,overcast clouds,2025-09-07,06:23:54,2025-09-07,18:49:59
weather_data 2025-09-07 19:48:05.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-07,19:48,Ludhiana,26.89,30.04,26.89,26.89,1003,86,10000,2.13,78,97,Clouds,overcast clouds,2025-09-07,06:06:21,2025-09-07,18:43:24
weather_data 2025-09-11 03:47:43.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,03:47,Patna,29.28,33.97,29.28,29.28,1003,73,10000,2.18,246,97,Clouds,overcast clouds,2025-09-11,05:33:54,2025-09-11,17:58:54
weather_data 2025-09-11 07:47:39.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-09-11,07:47,Mumbai,27.18,29.44,27.18,27.18,1010,73,10000,1.16,118,97,Clouds,overcast clouds,2025-09-11,06:25:38,2025-09-11,18:45:18
weather_data 2025-08-30 06:19:28.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,06:19,Ludhiana,23.74,24.68,23.74,23.74,1006,96,10000,4.38,127,98,Clouds,overcast clouds,2025-08-30,06:01:47,2025-08-30,18:53:14
weather_data 2025-08-30 16:03:26.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:03,Kolkata,31.52,37.74,31.52,31.52,1004,66,10000,4.21,198,98,Clouds,overcast clouds,2025-08-30,05:18:39,2025-08-30,17:56:14
weather_data 2025-08-30 16:03:26.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:03,Varanasi,32.51,38.29,32.51,32.51,1002,60,10000,2.19,50,98,Clouds,overcast clouds,2025-08-30,05:37:56,2025-08-30,18:19:53
weather_data 2025-08-30 16:30:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:30,Bangalore,28.54,31.13,28.54,28.54,1008,66,10000,7.35,260,98,Clouds,overcast clouds,2025-08-30,06:08:40,2025-08-30,18:32:20
weather_data 2025-08-30 16:30:57.csv,https://onelake.dfs.fabric.microsoft.com/e406e233-b34a-489d-8cd5-8851d4e2a74a/5bf8e2ae-a8c7-41ec-ad55-1c807526ffa9/Files/,2025-08-30,16:30,Kolkata,31.52,37.74,31.52,31.52,1004,66,10000,4.21,198,98,Clouds,overcast clouds,2025-08-30,05:18:39,2025-08-30,17:56:14
